Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-10-16 00:00:00-04:00,41.85210912070694,41.85210912070694,41.8018282949502,41.81020736694336,30300,0.0,0
2012-10-17 00:00:00-04:00,41.80182647705078,41.81020554867955,41.776682868366976,41.80182647705078,95700,0.0,0
2012-10-18 00:00:00-04:00,41.826960190394566,41.826960190394566,41.76829710769162,41.776676177978516,109200,0.0,0
2012-10-19 00:00:00-04:00,41.82697339844605,41.86887515690864,41.81859432551323,41.84373474121094,106700,0.0,0
2012-10-22 00:00:00-04:00,41.82696351309119,41.82696351309119,41.81020217428767,41.81858444213867,59500,0.0,0
2012-10-23 00:00:00-04:00,41.826969146728516,41.826969146728516,41.81859007464743,41.826969146728516,42600,0.0,0
2012-10-24 00:00:00-04:00,41.82696351309119,41.82696351309119,41.81020217428767,41.81858444213867,47100,0.0,0
2012-10-25 00:00:00-04:00,41.7682991027832,41.7682991027832,41.75992003209608,41.7682991027832,77300,0.0,0
2012-10-26 00:00:00-04:00,41.81020554867955,41.81020554867955,41.79344420852326,41.80182647705078,69100,0.0,0
2012-10-31 00:00:00-04:00,41.81859007464743,41.826969146728516,41.80182873358634,41.826969146728516,53000,0.0,0
2012-11-01 00:00:00-04:00,41.86049452357093,41.868873596191406,41.83535091191124,41.868873596191406,83400,0.0,0
2012-11-02 00:00:00-04:00,41.868873596191406,41.868873596191406,41.86049452357093,41.868873596191406,39300,0.0,0
2012-11-05 00:00:00-05:00,41.868873596191406,41.868873596191406,41.85211225405132,41.868873596191406,42700,0.0,0
2012-11-06 00:00:00-05:00,41.89401764558375,41.89401764558375,41.87725630326853,41.88563537597656,22000,0.0,0
2012-11-07 00:00:00-05:00,41.90239533830121,41.90239533830121,41.885633996538004,41.89401626586914,48000,0.0,0
2012-11-08 00:00:00-05:00,41.89401626586914,41.90239533830121,41.89401626586914,41.89401626586914,37000,0.0,0
2012-11-09 00:00:00-05:00,41.89401626586914,41.89401626586914,41.885633996538004,41.89401626586914,34000,0.0,0
2012-11-12 00:00:00-05:00,41.89401426903176,41.90239334106445,41.87725292806746,41.90239334106445,59400,0.0,0
2012-11-13 00:00:00-05:00,41.90239533830121,41.90239533830121,41.8688726547748,41.89401626586914,74800,0.0,0
2012-11-14 00:00:00-05:00,41.87725067138672,41.87725067138672,41.86048933132566,41.87725067138672,59000,0.0,0
2012-11-15 00:00:00-05:00,41.88562974296788,41.88562974296788,41.87725067138672,41.87725067138672,56400,0.0,0
2012-11-16 00:00:00-05:00,41.88563200010016,41.90239334106445,41.87725292806746,41.90239334106445,66000,0.0,0
2012-11-19 00:00:00-05:00,41.90239334106445,41.91077241309715,41.89401426903176,41.90239334106445,39400,0.0,0
2012-11-20 00:00:00-05:00,41.90239533830121,41.90239533830121,41.885633996538004,41.89401626586914,66600,0.0,0
2012-11-21 00:00:00-05:00,41.90239334106445,41.90239334106445,41.88563200010016,41.90239334106445,30800,0.0,0
2012-11-23 00:00:00-05:00,42.002950985002464,42.002950985002464,41.902386153365924,41.91914749145508,24500,0.0,0
2012-11-26 00:00:00-05:00,41.94428834192388,41.94428834192388,41.92752700365819,41.935909271240234,39300,0.0,0
2012-11-27 00:00:00-05:00,41.95267242907841,41.95267242907841,41.92752882214015,41.94429016113281,52100,0.0,0
2012-11-28 00:00:00-05:00,41.96943376807107,41.96943376807107,41.91914975109308,41.94429016113281,50800,0.0,0
2012-11-29 00:00:00-05:00,41.944285237087826,41.98618698120117,41.92752390006286,41.98618698120117,23900,0.0,0
2012-11-30 00:00:00-05:00,41.986187866015094,42.019710540771484,41.96104745839691,42.019710540771484,92000,0.0,0
2012-12-03 00:00:00-05:00,41.902379199608845,42.028087615966804,41.902379199608845,42.0280876159668,71000,0.0,0
2012-12-04 00:00:00-05:00,42.05322802047926,42.05322802047926,42.0197053498641,42.0280876159668,52300,0.0,0
