Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-05:00,40.270423889160156,40.270423889160156,40.270423889160156,40.270423889160156,0,0.0,0
2010-01-05 00:00:00-05:00,40.57230774184884,40.6074104309082,40.57230774184884,40.6074104309082,900,0.0,0
2010-01-06 00:00:00-05:00,40.29149627685547,40.29149627685547,40.29149627685547,40.29149627685547,600,0.0,0
2010-01-07 00:00:00-05:00,40.193199157714844,40.193199157714844,40.193199157714844,40.193199157714844,400,0.0,0
2010-01-08 00:00:00-05:00,40.12298583984375,40.12298583984375,40.12298583984375,40.12298583984375,200,0.0,0
2010-01-11 00:00:00-05:00,40.207243582370424,40.207243582370424,40.101932811626,40.11597442626953,700,0.0,0
2010-01-12 00:00:00-05:00,40.53019304299033,40.53019304299033,40.516151428222656,40.516151428222656,800,0.0,0
2010-01-13 00:00:00-05:00,40.50209954040257,40.50209954040257,40.27743911743164,40.27743911743164,1500,0.0,0
2010-01-14 00:00:00-05:00,40.410865783691406,40.410865783691406,40.410865783691406,40.410865783691406,200,0.0,0
2010-01-15 00:00:00-05:00,40.99352993665391,40.99352993665391,40.92332458496094,40.92332458496094,2400,0.0,0
2010-01-19 00:00:00-05:00,40.85314149857761,40.88824687402068,40.8390998840332,40.8390998840332,6000,0.0,0
2010-01-20 00:00:00-05:00,41.00760016030625,41.09886932373047,41.00760016030625,41.09886932373047,2100,0.0,0
2010-01-21 00:00:00-05:00,41.05675011722281,41.288432792015804,41.05675011722281,41.274391174316406,1100,0.0,0
2010-01-22 00:00:00-05:00,41.253312309525555,41.35862306464381,41.253312309525555,41.309478759765625,3100,0.0,0
2010-01-25 00:00:00-05:00,41.09883868088562,41.190105098098236,41.09883868088562,41.11989974975586,1400,0.0,0
2010-01-26 00:00:00-05:00,41.30945740407512,41.30945740407512,41.10585814445491,41.11989974975586,4800,0.0,0
2010-01-27 00:00:00-05:00,41.253299517148044,41.253299517148044,41.16203308105469,41.16203308105469,25200,0.0,0
2010-01-28 00:00:00-05:00,40.86719652619797,41.03569327786922,40.86719652619797,40.993568420410156,3700,0.0,0
2010-01-29 00:00:00-05:00,41.0400353506271,41.35702896118164,41.01890333898466,41.35702896118164,9700,0.196,0
2010-02-01 00:00:00-05:00,41.24433993912726,41.24433993912726,41.15276336669922,41.15276336669922,1600,0.0,0
2010-02-02 00:00:00-05:00,41.061191837677,41.13867950439453,41.061191837677,41.13867950439453,1600,0.0,0
2010-02-03 00:00:00-05:00,40.983670995473666,40.983670995473666,40.78643177598854,40.80756378173828,5700,0.0,0
2010-02-04 00:00:00-05:00,40.80759475338142,41.23729711097519,40.80759475338142,41.23025131225586,106000,0.0,0
2010-02-05 00:00:00-05:00,41.230235450761235,41.483830363400514,41.230235450761235,41.39929962158203,3100,0.0,0
2010-02-08 00:00:00-05:00,41.378172952097984,41.462703704833984,41.357038248525846,41.462703704833984,4100,0.0,0
2010-02-09 00:00:00-05:00,41.307732094323676,41.364087725951556,41.10344696044922,41.10344696044922,900,0.0,0
2010-02-10 00:00:00-05:00,41.10344809326527,41.244334489033406,40.71601252029126,40.78645706176758,15100,0.0,0
2010-02-11 00:00:00-05:00,40.70191014655798,40.744176857460644,40.57511270103358,40.61033630371094,3000,0.0,0
2010-02-12 00:00:00-05:00,40.800520242053864,40.800520242053864,40.74416732788086,40.74416732788086,5700,0.0,0
2010-02-16 00:00:00-05:00,40.61737942617166,40.87801742553711,40.61737942617166,40.87801742553711,2900,0.0,0
2010-02-17 00:00:00-05:00,40.716003483111955,40.716003483111955,40.44127655029297,40.44127655029297,2000,0.0,0
2010-02-18 00:00:00-05:00,40.57510776491839,40.57510776491839,40.20880706372489,40.335601806640625,13600,0.0,0
2010-02-19 00:00:00-05:00,40.39899981511208,40.462398529052734,40.29333708333312,40.462398529052734,15200,0.0,0
2010-02-22 00:00:00-05:00,40.4130819276253,40.4130819276253,40.37786102294922,40.37786102294922,1200,0.0,0
2010-02-23 00:00:00-05:00,40.46946008058397,40.89211654663086,40.46946008058397,40.89211654663086,4900,0.0,0
2010-02-24 00:00:00-05:00,40.81460244656489,40.96957763768645,40.81460244656489,40.927310943603516,6100,0.0,0
2010-02-25 00:00:00-05:00,41.1457160980034,41.1457160980034,41.02596440454548,41.08231735229492,5100,0.0,0
2010-02-26 00:00:00-05:00,41.203117732061905,41.365584694510005,41.1748619052125,41.26668930053711,7600,0.161,0
2010-03-01 00:00:00-05:00,41.3019905090332,41.3019905090332,41.3019905090332,41.3019905090332,700,0.0,0
2010-03-02 00:00:00-05:00,41.075933364026845,41.2242722836134,41.01942175963867,41.181888580322266,4500,0.0,0
2010-03-03 00:00:00-05:00,41.146603874481116,41.25962448120117,41.10422013647716,41.25962448120117,2700,0.0,0
2010-03-04 00:00:00-05:00,41.31613391815294,41.31613391815294,41.252559661865234,41.252559661865234,2200,0.0,0
2010-03-05 00:00:00-05:00,40.934679919710554,40.934679919710554,40.75101979745147,40.86404037475586,16200,0.0,0
2010-03-08 00:00:00-05:00,40.68037552758356,40.77926817786036,40.68037552758356,40.72275924682617,4500,0.0,0
2010-03-09 00:00:00-05:00,40.72275924682617,40.72275924682617,40.72275924682617,40.72275924682617,0,0.0,0
2010-03-10 00:00:00-05:00,40.553229618757165,40.70863390447905,40.49672068416371,40.701568603515625,4500,0.0,0
2010-03-11 00:00:00-05:00,40.65214562054661,40.871124267578125,40.588571348480976,40.871124267578125,17000,0.0,0
2010-03-12 00:00:00-05:00,40.59561417631084,40.95586638880026,40.59561417631084,40.913482666015625,6300,0.0,0
2010-03-15 00:00:00-04:00,40.79341125488281,40.79341125488281,40.79341125488281,40.79341125488281,100,0.0,0
2010-03-16 00:00:00-04:00,41.05475719373059,41.13952463547263,41.01943877364943,41.125396728515625,2200,0.0,0
2010-03-17 00:00:00-04:00,41.351442415536916,41.40795135498047,41.23842184202679,41.40795135498047,1700,0.0,0
2010-03-18 00:00:00-04:00,41.40795135498047,41.40795135498047,41.40795135498047,41.40795135498047,0,0.0,0
