Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-09-09 00:00:00-04:00,42.236236572265625,42.236236572265625,42.236236572265625,42.236236572265625,1200,0.0,0
2010-09-10 00:00:00-04:00,42.17782862800662,42.211204528808594,41.977579588996996,42.211204528808594,69100,0.0,0
2010-09-13 00:00:00-04:00,42.85368054396711,42.878710880599115,42.7452104470594,42.770240783691406,7900,0.0,0
2010-09-14 00:00:00-04:00,42.84533162524691,42.945459329746036,42.81195890664835,42.870365142822266,3500,0.0,0
2010-09-15 00:00:00-04:00,42.51992607208874,42.995521545410156,42.51992607208874,42.995521545410156,2200,0.0,0
2010-09-16 00:00:00-04:00,42.75356081656248,42.77859115600586,42.62840275354204,42.77859115600586,11800,0.0,0
2010-09-17 00:00:00-04:00,42.887051145956725,42.887051145956725,42.74520516247514,42.79526901245117,7400,0.0,0
2010-09-20 00:00:00-04:00,42.9538063654526,43.187431335449226,42.9538063654526,43.18743133544922,1300,0.0,0
2010-09-21 00:00:00-04:00,43.42105859576544,43.42105859576544,43.270870208740234,43.270870208740234,700,0.0,0
2010-09-22 00:00:00-04:00,42.84533490952706,42.96215057373047,42.84533490952706,42.96215057373047,1000,0.0,0
2010-09-23 00:00:00-04:00,42.97048950195312,42.97048950195312,42.97048950195312,42.970489501953125,200,0.0,0
2010-09-24 00:00:00-04:00,43.17908393373936,43.47111511230469,43.17908393373936,43.47111511230469,3600,0.0,0
2010-09-27 00:00:00-04:00,43.44608382372951,43.44608382372951,43.40436553955078,43.40436553955078,2900,0.0,0
2010-09-28 00:00:00-04:00,43.179088237876364,43.721435546875,42.99552394567963,43.721435546875,6800,0.0,0
2010-09-29 00:00:00-04:00,43.91334188051182,43.92168426513672,43.91334188051182,43.92168426513672,1200,0.0,0
2010-09-30 00:00:00-04:00,44.25543975830078,44.25543975830078,44.25543975830078,44.25543975830078,1000,0.0,0
2010-10-01 00:00:00-04:00,44.10524709787807,44.15530776977539,44.10524709787807,44.15530776977539,1100,0.0,0
2010-10-04 00:00:00-04:00,43.97174115389855,44.03014738572212,43.72977066040039,43.72977066040039,2100,0.0,0
2010-10-05 00:00:00-04:00,44.09690136755917,44.59753036499024,44.09690136755917,44.597530364990234,2100,0.0,0
2010-10-06 00:00:00-04:00,44.42231210957901,44.42231210957901,44.355560302734375,44.355560302734375,400,0.0,0
2010-10-07 00:00:00-04:00,44.28881296601129,44.28881296601129,44.09690310720592,44.22206115722656,700,0.0,0
2010-10-08 00:00:00-04:00,44.54747090527494,44.65594100952149,44.54747090527494,44.655941009521484,4000,0.0,0
2010-10-11 00:00:00-04:00,44.70600792212847,44.70600792212847,44.69766235351562,44.697662353515625,2000,0.0,0
2010-10-12 00:00:00-04:00,44.422314970995586,44.83950424194336,44.18868681489178,44.83950424194336,8400,0.0,0
2010-10-13 00:00:00-04:00,45.08147100379603,45.44859959443106,45.08147100379603,45.331787109375,3300,0.0,0
